iid,date,airline,flightNumber,,dep.airport,incidentType,severity,delay,num.injuries,reported.by,aircraft
i16801,13.1.2020,QF,1143,,DEN,weather,minor,31,0,company,A321-XLR
i16802,20.10.2022,AD,9300,,LAS,medical,minor,75,1,pilot,737-800
i16803,8.5.2018,MH,8522,,DXB,weather,major,66,0,company,A321-XLR
i16804,6.3.2023,BA,3570,,LAX,medical,critical,63,0,mechanic,A380
i16805,20.11.2023,TK,2765,,SEA,crew,minor,77,0,pilot,737-400
i16806,24.9.2015,DY,252,,PEK,weather,major,34,0,first officer,747-8
i16807,10.7.2015,FR,8145,,ORD,medical,critical,107,1,mechanic,737-800
i16808,12.5.2020,JL,9213,,DXB,mechanical,minor,22,0,pilot,737-800
i16809,23.9.2014,JL,1119,,LAS,medical,major,80,0,company,A350-900
i16810,26.10.2008,DL,7394,,SFO,weather,major,101,0,first officer,A350-900
i16811,24.7.2023,AC,5152,,SYD,mechanical,major,54,0,crew,A380
i16812,21.4.2016,DL,5505,,JFK,security,major,59,0,company,747-8
i16813,2.2.2014,U2,2209,,SEA,crew,major,14,0,pilot,A350-900
i16814,17.11.2017,EY,1526,,DFW,faa,minor,56,0,mechanic,747-8
i16815,2.4.2008,EK,6570,,DEN,turbulence,major,52,0,ground staff,A350-900
i16816,26.6.2012,AC,9474,,ATL,weather,minor,44,0,pilot,A321-XLR
i16817,17.3.2023,SV,193,,JFK,security,major,85,0,mechanic,747-8
i16818,22.2.2014,UA,2211,,JFK,security,critical,128,0,first officer,A321-XLR
i16819,19.2.2016,DY,6542,,ATL,mechanical,critical,127,0,crew,BE206-JetRanger
i16820,8.9.2024,U2,6019,,PEK,security,critical,47,0,crew,A380
i16821,13.8.2020,IB,3065,,LHR,turbulence,minor,77,0,pilot,737-400
i16822,2.10.2024,AA,3779,,ORD,mechanical,major,76,0,ground staff,BE206-JetRanger
i16823,17.10.2021,AM,2725,,FRA,crew,minor,38,0,first officer,737-800
i16824,6.4.2013,JL,6187,,DFW,crew,major,17,0,first officer,BE206-JetRanger
i16825,2.2.2013,DY,573,,SYD,faa,minor,115,0,pilot,A380
i16826,9.4.2022,AF,4151,,LAX,medical,minor,112,0,pilot,A350-900
i16827,17.11.2019,KE,5693,,JFK,weather,minor,108,0,first officer,747-8
i16828,21.10.2016,VN,8074,,LAX,turbulence,minor,104,1,first officer,A350-900
i16829,15.8.2018,SV,2406,,ATL,turbulence,minor,90,0,mechanic,737-800
i16830,12.9.2009,EY,4029,,SEA,faa,critical,58,0,ground staff,747-8
i16831,4.3.2018,KE,5837,,LAS,turbulence,minor,43,1,first officer,A321-XLR
i16832,8.11.2012,BA,4328,,ATL,security,major,89,0,crew,A380
i16833,6.11.2012,LH,3456,,DXB,weather,major,12,0,first officer,A350-900
i16834,24.3.2012,U2,6802,,LAS,faa,minor,31,0,first officer,737-800
i16835,11.2.2009,DL,8106,,LAX,mechanical,critical,21,0,crew,737-800
i16836,7.3.2012,KE,2340,,BOM,weather,minor,26,0,first officer,A380
i16837,24.6.2015,MH,4703,,LAX,weather,critical,37,0,company,737-400
i16838,26.4.2015,AC,1831,,DXB,medical,major,45,0,pilot,747-8
i16839,10.1.2010,BA,3612,,JFK,faa,minor,59,0,pilot,737-800
i16840,12.7.2013,MH,2315,,ATL,weather,major,27,0,first officer,A321-XLR
i16841,20.1.2008,AF,6776,,DXB,mechanical,major,76,0,pilot,777-300ER
i16842,19.7.2019,AM,7887,,YYZ,medical,major,34,1,ground staff,A380
i16843,8.12.2014,AC,9266,,GRU,turbulence,minor,101,1,company,A350-900
i16844,24.4.2016,AF,9227,,ATL,turbulence,minor,96,1,ground staff,BE206-JetRanger
i16845,3.5.2017,LH,8083,,DXB,weather,minor,28,0,pilot,A350-900
i16846,5.5.2010,WN,1833,,SFO,mechanical,minor,19,0,crew,777-300ER
i16847,20.9.2018,DL,3398,,LAX,turbulence,major,131,0,pilot,A350-900
i16848,14.8.2021,EK,6470,,ORD,security,critical,26,0,ground staff,A321-XLR
i16849,8.7.2018,DY,6924,,PEK,medical,minor,39,0,crew,747-8
i16850,5.8.2010,DY,8390,,JFK,mechanical,major,133,0,pilot,A380
i16851,11.7.2013,G3,1391,,ORD,turbulence,minor,91,1,pilot,BE206-JetRanger
i16852,22.11.2021,NZ,1159,,LHR,weather,critical,88,0,first officer,747-8
i16853,25.5.2021,AV,1793,,ATL,faa,major,21,0,company,A350-900
i16854,17.10.2011,DY,3392,,ORD,crew,minor,82,0,company,737-400
i16855,3.1.2016,IB,2886,,CDG,weather,critical,138,0,mechanic,737-800
i16856,21.11.2015,SQ,6076,,FRA,security,critical,84,0,mechanic,BE206-JetRanger
i16857,10.3.2017,OZ,954,,JFK,faa,minor,43,0,ground staff,737-800
i16858,15.11.2014,SQ,6605,,JFK,turbulence,critical,60,0,ground staff,A321-XLR
i16859,3.9.2022,AY,5527,,DEN,crew,major,90,0,mechanic,BE206-JetRanger
i16860,28.9.2022,OZ,3929,,BOM,security,minor,108,0,mechanic,777-300ER
i16861,5.11.2024,MH,2743,,ORD,crew,critical,96,0,first officer,737-400
i16862,12.9.2008,QR,4944,,PEK,mechanical,critical,39,0,company,A350-900
i16863,15.7.2011,LH,8126,,YYZ,mechanical,critical,55,0,crew,A321-XLR
i16864,1.7.2011,AD,4999,,JFK,weather,minor,80,0,ground staff,A321-XLR
i16865,16.6.2023,IB,3413,,LAS,faa,major,11,0,crew,A350-900
i16866,20.5.2013,SQ,9913,,LAS,medical,minor,65,0,company,A380
i16867,4.4.2017,QF,4129,,LAS,weather,major,97,0,company,747-8
i16868,24.2.2014,JL,6957,,DXB,faa,critical,130,0,company,A350-900
i16869,16.10.2023,AM,5338,,DFW,faa,minor,58,0,pilot,747-8
i16870,3.2.2022,QF,3289,,GRU,security,major,115,0,company,A380
i16871,20.6.2015,AV,6165,,SFO,mechanical,major,17,0,company,BE206-JetRanger
i16872,21.10.2012,AM,8819,,SFO,crew,minor,130,0,company,A380
i16873,7.4.2019,DL,6669,,JFK,medical,major,62,1,company,737-400
i16874,12.4.2011,CX,7298,,SEA,mechanical,critical,73,0,mechanic,BE206-JetRanger
i16875,9.2.2014,CX,9199,,PEK,security,major,89,0,crew,A380
i16876,27.3.2015,AZ,618,,LAX,turbulence,critical,135,0,pilot,777-300ER
i16877,12.3.2017,BA,3802,,DFW,mechanical,major,16,0,first officer,747-8
i16878,12.8.2009,WN,3448,,DEN,mechanical,critical,47,0,ground staff,737-800
i16879,18.5.2012,AI,440,,DXB,crew,minor,79,0,crew,A321-XLR
i16880,21.6.2012,SU,8780,,JFK,weather,critical,34,0,ground staff,737-800
i16881,25.10.2010,CZ,2621,,DFW,faa,critical,134,0,ground staff,A380
i16882,1.9.2014,UA,8280,,GRU,mechanical,minor,105,0,company,A321-XLR
i16883,18.2.2012,QR,6206,,BOM,faa,minor,81,0,first officer,747-8
i16884,22.2.2018,VN,2695,,DFW,faa,critical,96,0,first officer,BE206-JetRanger
i16885,18.12.2017,DL,172,,PEK,medical,minor,105,1,crew,A321-XLR
i16886,16.11.2022,TK,9885,,YYZ,security,major,58,0,company,A350-900
i16887,7.10.2022,CX,2179,,HND,turbulence,major,131,0,ground staff,747-8
i16888,22.10.2011,OZ,4219,,YYZ,faa,critical,89,0,ground staff,BE206-JetRanger
i16889,1.2.2012,QR,9442,,DEN,mechanical,major,90,0,first officer,A321-XLR
i16890,8.12.2009,KE,3774,,JFK,weather,major,45,0,company,777-300ER
i16891,14.3.2022,QF,9273,,SFO,faa,critical,127,0,company,747-8
i16892,27.6.2017,LH,9563,,PEK,faa,critical,59,0,first officer,737-800
i16893,3.6.2011,AM,8369,,ORD,faa,critical,55,0,pilot,A380
i16894,4.3.2015,U2,8450,,SEA,faa,minor,106,0,ground staff,A350-900
i16895,17.10.2020,QF,8783,,HND,weather,major,31,0,first officer,737-800
i16896,24.4.2019,SQ,3370,,GRU,security,critical,56,0,mechanic,BE206-JetRanger
i16897,27.10.2021,QR,2141,,LAS,crew,major,18,0,crew,737-400
i16898,27.1.2023,SQ,2903,,JFK,security,critical,29,0,first officer,737-800
i16899,21.9.2021,OZ,711,,JFK,medical,critical,108,0,mechanic,A380
i16900,6.7.2012,EK,6168,,YYZ,security,major,61,0,ground staff,737-400
i16901,17.6.2022,LH,5675,,FRA,mechanical,minor,87,0,company,737-800
i16902,9.12.2012,AZ,9664,,ORD,weather,critical,80,0,mechanic,A380
i16903,20.6.2017,AI,2121,,ATL,faa,minor,60,0,mechanic,747-8
i16904,5.10.2016,NZ,9913,,DXB,crew,critical,131,0,crew,A380
i16905,3.11.2019,SV,7908,,LHR,faa,critical,72,0,first officer,BE206-JetRanger
i16906,5.11.2008,SU,3996,,DEN,crew,minor,118,0,ground staff,777-300ER
i16907,10.1.2011,JL,6576,,JFK,mechanical,critical,55,0,pilot,737-400
i16908,19.1.2012,DY,5137,,JFK,medical,major,137,0,ground staff,737-400
i16909,26.4.2020,WN,5978,,PEK,turbulence,minor,117,1,first officer,BE206-JetRanger
i16910,9.7.2015,FR,5763,,ATL,medical,major,19,1,ground staff,A350-900
i16911,23.6.2012,AF,8711,,LAX,faa,major,125,0,crew,BE206-JetRanger
i16912,2.2.2022,KE,5881,,SEA,weather,major,134,0,company,737-800
i16913,28.12.2011,UA,5086,,GRU,crew,critical,50,0,pilot,737-800
i16914,17.11.2024,DL,9445,,JFK,faa,minor,45,0,company,BE206-JetRanger
i16915,12.9.2020,EK,5939,,CDG,security,minor,27,0,crew,737-400
i16916,23.11.2012,U2,1171,,PEK,security,critical,49,0,crew,737-400
i16917,12.8.2022,TK,2287,,SFO,faa,minor,121,0,pilot,A321-XLR
i16918,22.4.2015,EY,309,,HND,mechanical,minor,112,0,company,737-800
i16919,21.10.2011,AI,1857,,BOM,medical,major,100,1,company,A350-900
i16920,11.5.2023,KE,5841,,PEK,weather,minor,109,0,ground staff,737-800
i16921,10.6.2020,KE,764,,FRA,mechanical,critical,15,0,crew,777-300ER
i16922,28.4.2014,NH,6936,,LHR,mechanical,major,84,0,company,BE206-JetRanger
i16923,16.6.2013,AI,2842,,HND,faa,critical,75,0,company,747-8
i16924,6.9.2023,JL,2916,,FRA,security,minor,47,0,company,777-300ER
i16925,3.7.2013,AV,1501,,JFK,weather,major,23,0,ground staff,747-8
i16926,8.4.2018,AY,4481,,BOM,medical,major,24,0,ground staff,A321-XLR
i16927,22.10.2014,TK,8787,,DEN,mechanical,critical,74,0,mechanic,A350-900
i16928,27.2.2017,KL,6626,,HND,turbulence,minor,96,0,ground staff,777-300ER
i16929,25.11.2009,VN,6831,,SFO,weather,critical,83,0,company,737-800
i16930,14.9.2016,EK,3056,,SFO,crew,critical,75,0,ground staff,737-800
i16931,27.3.2011,CX,9954,,PEK,security,major,128,0,company,737-400
i16932,5.8.2020,TK,1391,,GRU,faa,critical,102,0,mechanic,747-8
i16933,17.5.2015,AF,3484,,ORD,crew,critical,28,0,ground staff,747-8
i16934,27.7.2017,SV,5735,,LHR,mechanical,major,41,0,mechanic,747-8
i16935,6.12.2023,SU,7468,,JFK,turbulence,minor,29,1,pilot,A380
i16936,19.4.2023,AM,6939,,SYD,medical,major,71,0,pilot,A380
i16937,18.5.2019,AD,9128,,ORD,weather,critical,48,0,mechanic,BE206-JetRanger
i16938,5.7.2019,U2,4669,,LHR,mechanical,major,19,0,pilot,747-8
i16939,4.4.2018,SV,8442,,SFO,faa,critical,129,0,pilot,BE206-JetRanger
i16940,1.5.2015,OZ,5096,,JFK,turbulence,major,101,1,pilot,A350-900
i16941,19.11.2020,QR,6038,,PEK,mechanical,major,91,0,mechanic,A321-XLR
i16942,26.3.2022,AA,2854,,CDG,faa,minor,93,0,company,747-8
i16943,10.6.2011,KE,7073,,DEN,faa,major,85,0,company,A380
i16944,25.10.2014,DY,6306,,DFW,turbulence,critical,122,1,ground staff,BE206-JetRanger
i16945,20.12.2023,WN,2708,,DFW,weather,minor,38,0,mechanic,737-400
i16946,22.3.2017,TG,7141,,PEK,medical,minor,132,0,first officer,737-400
i16947,5.2.2021,AA,2346,,JFK,turbulence,critical,48,0,crew,737-400
i16948,19.6.2018,WN,7580,,GRU,weather,major,14,0,ground staff,737-800
i16949,9.3.2009,FR,6935,,SYD,mechanical,minor,74,0,first officer,A350-900
i16950,12.3.2012,TG,3348,,FRA,crew,critical,67,0,crew,737-400
i16951,3.10.2012,MH,5918,,SYD,crew,major,46,0,crew,BE206-JetRanger
i16952,14.12.2009,AY,2007,,JFK,turbulence,critical,106,1,company,A380
i16953,18.3.2016,AY,3687,,LHR,crew,major,118,0,mechanic,A380
i16954,1.9.2019,CX,8540,,LAS,medical,minor,42,0,ground staff,747-8
i16955,14.8.2015,AC,7796,,LAS,weather,critical,129,0,company,A380
i16956,16.9.2021,KE,4144,,JFK,mechanical,major,68,0,first officer,A350-900
i16957,4.9.2010,EK,876,,JFK,weather,major,14,0,crew,A321-XLR
i16958,8.2.2011,KL,4520,,FRA,medical,critical,82,0,crew,737-800
i16959,1.4.2021,TG,832,,HND,turbulence,major,95,0,company,777-300ER
i16960,16.10.2024,IB,1880,,FRA,faa,minor,129,0,mechanic,A380
i16961,15.12.2017,TG,5302,,SYD,medical,minor,13,0,crew,BE206-JetRanger
i16962,8.3.2012,EY,8918,,DFW,medical,minor,131,1,pilot,A321-XLR
i16963,5.11.2008,AY,1423,,ORD,turbulence,major,41,1,crew,A380
i16964,14.8.2021,NZ,1300,,PEK,crew,minor,136,0,crew,747-8
i16965,5.10.2014,AD,2469,,LAX,security,major,83,0,company,A321-XLR
i16966,9.10.2019,CZ,2500,,HND,weather,minor,117,0,crew,747-8
i16967,9.6.2016,BA,3059,,YYZ,weather,minor,96,0,pilot,737-800
i16968,12.8.2010,QR,6801,,JFK,crew,critical,39,0,company,737-800
i16969,15.7.2011,LA,7116,,YYZ,faa,critical,44,0,crew,A321-XLR
i16970,8.11.2011,FR,5977,,JFK,turbulence,minor,123,0,mechanic,747-8
i16971,7.7.2015,BA,1014,,DEN,turbulence,major,31,0,company,777-300ER
i16972,28.4.2010,AI,9705,,SFO,security,minor,125,0,crew,A350-900
i16973,25.6.2014,VN,3380,,LAX,weather,minor,136,0,pilot,A350-900
i16974,24.7.2017,QF,7685,,LHR,faa,major,62,0,ground staff,737-400
i16975,6.5.2019,G3,7025,,DFW,weather,major,94,0,ground staff,A380
i16976,19.6.2015,LA,3355,,ATL,mechanical,major,78,0,ground staff,747-8
i16977,6.4.2023,BA,8258,,LAX,security,major,82,0,crew,A380
i16978,20.12.2016,EK,9847,,LHR,crew,critical,35,0,first officer,737-400
i16979,7.6.2018,NZ,8168,,DEN,turbulence,critical,102,1,first officer,747-8
i16980,12.12.2019,TG,2653,,SYD,faa,minor,126,0,crew,747-8
i16981,24.4.2021,LA,6630,,SEA,security,critical,87,0,first officer,737-400
i16982,17.2.2011,CZ,3026,,LHR,medical,minor,55,0,first officer,777-300ER
i16983,11.9.2015,TG,6970,,ATL,turbulence,minor,48,0,mechanic,747-8
i16984,14.9.2010,AI,5396,,ATL,faa,major,136,0,first officer,777-300ER
i16985,11.8.2015,DY,1998,,SYD,faa,critical,37,0,first officer,A380
i16986,22.8.2010,QR,3129,,JFK,mechanical,major,66,0,crew,777-300ER
i16987,22.10.2009,QF,3761,,GRU,turbulence,major,102,1,company,737-400
i16988,1.9.2017,FR,4745,,DEN,faa,critical,35,0,crew,A321-XLR
i16989,13.8.2022,EK,5711,,SEA,security,minor,92,0,company,737-800
i16990,3.4.2017,CX,4023,,SFO,faa,minor,96,0,crew,747-8
i16991,5.5.2014,DL,9452,,FRA,security,major,37,0,pilot,BE206-JetRanger
i16992,21.5.2011,DL,5674,,FRA,medical,minor,42,0,mechanic,BE206-JetRanger
i16993,5.3.2008,AD,8301,,DFW,crew,major,131,0,mechanic,A321-XLR
i16994,27.11.2015,MU,9244,,FRA,medical,minor,20,1,mechanic,A380
i16995,8.6.2008,UA,328,,SFO,security,minor,49,0,first officer,747-8
i16996,22.1.2014,SV,7002,,LAS,mechanical,major,12,0,crew,BE206-JetRanger
i16997,27.8.2018,DY,108,,JFK,faa,major,129,0,first officer,A321-XLR
i16998,14.5.2012,LH,8871,,YYZ,faa,major,41,0,company,A380
i16999,13.8.2023,U2,8806,,GRU,medical,major,130,1,ground staff,747-8
i17000,16.8.2018,SV,2231,,DFW,security,major,135,0,pilot,BE206-JetRanger
i17001,3.5.2019,AA,8532,,LHR,faa,critical,38,0,crew,A321-XLR
i17002,3.5.2020,KE,7762,,SEA,mechanical,minor,66,0,ground staff,A321-XLR
i17003,16.11.2012,AI,9767,,DFW,turbulence,major,28,0,pilot,777-300ER
i17004,19.5.2013,EK,6894,,SFO,medical,critical,55,1,first officer,BE206-JetRanger
i17005,24.7.2018,QF,7300,,HND,medical,major,64,0,pilot,737-400
i17006,3.7.2013,AY,4918,,SEA,medical,critical,68,0,ground staff,BE206-JetRanger
i17007,5.6.2009,AC,9259,,LHR,crew,critical,22,0,crew,777-300ER
i17008,15.1.2011,CX,3346,,SYD,medical,critical,13,0,first officer,BE206-JetRanger
i17009,20.1.2011,CZ,7227,,JFK,crew,critical,134,0,company,A321-XLR
i17010,26.3.2011,AD,2132,,JFK,mechanical,major,118,0,company,747-8
i17011,15.7.2012,LH,606,,JFK,medical,major,102,0,ground staff,A350-900
i17012,14.4.2010,EK,2435,,PEK,weather,major,93,0,company,737-400
i17013,10.8.2023,AF,4048,,SFO,mechanical,major,94,0,pilot,A350-900
i17014,14.4.2012,NZ,3521,,ORD,crew,critical,95,0,mechanic,BE206-JetRanger
i17015,12.8.2017,WN,7856,,LHR,security,critical,110,0,company,BE206-JetRanger
i17016,24.3.2018,AY,8784,,GRU,mechanical,major,55,0,company,737-800
i17017,7.9.2020,TK,3180,,JFK,weather,minor,123,0,pilot,777-300ER
i17018,19.2.2013,UA,6308,,LAS,crew,critical,103,0,first officer,747-8
i17019,3.7.2017,AY,2037,,LAS,security,critical,130,0,mechanic,737-400
i17020,5.9.2015,BA,8048,,JFK,security,minor,103,0,crew,737-800
i17021,8.3.2018,MH,2955,,DFW,security,critical,85,0,mechanic,A350-900
i17022,27.8.2010,NH,2328,,BOM,mechanical,minor,80,0,pilot,777-300ER
i17023,22.4.2012,FR,7855,,BOM,faa,minor,117,0,pilot,BE206-JetRanger
i17024,8.5.2012,CZ,9717,,SYD,faa,major,65,0,crew,BE206-JetRanger
i17025,13.5.2019,LH,9883,,LAX,faa,critical,54,0,ground staff,747-8
i17026,11.10.2017,UA,1940,,LHR,weather,minor,18,0,pilot,BE206-JetRanger
i17027,15.9.2012,QF,2307,,YYZ,mechanical,minor,84,0,pilot,737-800
i17028,24.3.2019,WN,5678,,GRU,security,major,59,0,crew,A321-XLR
i17029,16.7.2023,EY,1179,,HND,faa,minor,25,0,ground staff,A380
i17030,15.6.2008,LA,9750,,ATL,medical,minor,80,1,first officer,A380
i17031,11.9.2013,U2,2431,,JFK,security,major,112,0,mechanic,A380
i17032,4.4.2014,LA,7510,,HND,faa,major,105,0,first officer,737-800
i17033,10.5.2022,MU,567,,FRA,faa,minor,59,0,crew,777-300ER
i17034,16.3.2011,BA,6477,,LAX,security,critical,40,0,mechanic,737-800
i17035,7.1.2011,FR,8805,,LAX,faa,minor,45,0,crew,747-8
i17036,13.10.2021,MU,4943,,JFK,security,minor,94,0,ground staff,777-300ER
i17037,13.1.2014,IB,9195,,YYZ,security,minor,121,0,crew,747-8
i17038,21.9.2009,SU,4633,,JFK,mechanical,major,95,0,mechanic,BE206-JetRanger
i17039,17.10.2012,AD,1143,,DFW,mechanical,major,18,0,crew,747-8
i17040,18.6.2019,QR,1722,,CDG,turbulence,minor,20,0,ground staff,737-800
i17041,14.2.2008,DY,4217,,SFO,mechanical,minor,64,0,ground staff,A350-900
i17042,15.6.2022,BA,4429,,CDG,crew,critical,102,0,ground staff,737-800
i17043,2.5.2020,U2,4124,,BOM,weather,major,102,0,first officer,737-800
i17044,11.6.2009,AV,1250,,JFK,weather,minor,130,0,mechanic,A380
i17045,16.5.2012,G3,1030,,DXB,faa,critical,70,0,pilot,A380
i17046,22.12.2016,TG,6581,,DEN,faa,critical,52,0,first officer,A380
i17047,26.1.2021,AY,1677,,DFW,crew,minor,136,0,crew,A380
i17048,10.2.2015,AI,6913,,LAS,faa,minor,132,0,first officer,747-8
i17049,25.12.2023,U2,4564,,ORD,weather,major,69,0,crew,747-8
i17050,12.8.2020,NZ,6704,,BOM,medical,minor,28,0,first officer,737-800
i17051,4.3.2014,TG,6575,,HND,crew,critical,111,0,company,A321-XLR
i17052,2.3.2023,LH,8296,,BOM,mechanical,minor,82,0,mechanic,747-8
i17053,12.9.2009,SQ,4837,,ORD,faa,major,133,0,pilot,737-800
i17054,24.3.2018,LH,898,,JFK,weather,critical,122,0,mechanic,A350-900
i17055,24.11.2014,SV,2444,,FRA,turbulence,critical,122,0,ground staff,A380
i17056,9.6.2021,QF,7690,,LAX,faa,critical,133,0,company,BE206-JetRanger
i17057,24.1.2017,G3,3712,,LHR,weather,critical,102,0,first officer,A321-XLR
i17058,20.1.2022,TG,4076,,SYD,security,major,120,0,company,BE206-JetRanger
i17059,3.10.2016,AZ,9536,,LAX,mechanical,major,119,0,first officer,747-8
i17060,28.5.2021,TK,3320,,JFK,weather,critical,97,0,first officer,BE206-JetRanger
i17061,6.8.2011,AD,1558,,DFW,weather,minor,27,0,crew,737-400
i17062,23.2.2023,TK,1697,,YYZ,faa,minor,104,0,ground staff,747-8
i17063,5.7.2017,KL,2147,,PEK,faa,critical,80,0,company,737-400
i17064,13.8.2018,AI,4008,,SEA,weather,major,61,0,first officer,BE206-JetRanger
i17065,19.2.2016,KL,5888,,LAX,weather,critical,83,0,mechanic,777-300ER
i17066,16.3.2009,SU,770,,JFK,faa,minor,67,0,ground staff,747-8
i17067,20.5.2013,IB,8487,,SYD,medical,major,44,1,crew,737-400
i17068,20.12.2021,EK,1345,,JFK,turbulence,minor,18,1,pilot,A321-XLR
i17069,28.8.2023,CX,747,,DXB,mechanical,critical,100,0,mechanic,A380
i17070,2.12.2008,AC,404,,LAS,turbulence,major,11,0,company,747-8
i17071,20.7.2023,KL,6320,,ORD,turbulence,critical,112,0,crew,BE206-JetRanger
i17072,13.8.2009,VN,4257,,CDG,faa,major,60,0,company,737-800
i17073,25.8.2019,BA,295,,BOM,crew,minor,104,0,mechanic,777-300ER
i17074,11.4.2020,NZ,9319,,HND,weather,major,50,0,ground staff,747-8
i17075,18.6.2014,LH,2805,,DEN,weather,minor,94,0,company,BE206-JetRanger
i17076,9.3.2023,SQ,5630,,JFK,turbulence,major,88,0,first officer,747-8
i17077,9.3.2010,MH,6698,,FRA,security,major,125,0,ground staff,737-800
i17078,22.5.2013,IB,9547,,SEA,faa,minor,28,0,ground staff,A321-XLR
i17079,21.2.2014,AV,4114,,PEK,crew,major,68,0,mechanic,737-400
i17080,5.10.2021,KL,9162,,LAS,faa,major,105,0,pilot,747-8
i17081,25.12.2020,QR,2825,,DFW,medical,minor,80,1,company,777-300ER
i17082,4.12.2023,MH,6079,,HND,weather,critical,50,0,company,737-400
i17083,19.7.2010,OZ,1467,,ATL,security,minor,91,0,pilot,A380
i17084,21.9.2013,KL,9930,,SFO,turbulence,minor,11,0,crew,A380
i17085,6.1.2019,TK,1163,,ATL,crew,major,91,0,ground staff,A380
i17086,22.4.2022,AZ,6867,,JFK,turbulence,minor,63,0,mechanic,BE206-JetRanger
i17087,19.11.2011,AZ,8116,,ATL,crew,minor,103,0,first officer,747-8
i17088,18.9.2008,MU,4602,,DEN,security,minor,47,0,ground staff,BE206-JetRanger
i17089,26.5.2015,KE,846,,ATL,faa,minor,73,0,pilot,A321-XLR
i17090,2.11.2012,FR,4276,,PEK,turbulence,minor,83,0,company,777-300ER
i17091,17.6.2011,UA,1792,,FRA,mechanical,minor,50,0,company,A380
i17092,19.6.2022,AZ,7019,,LAS,medical,major,23,0,crew,A380
i17093,17.4.2024,U2,9060,,HND,turbulence,minor,52,1,crew,A380
i17094,5.5.2013,MH,8753,,LAX,security,critical,13,0,mechanic,747-8
i17095,14.1.2012,CZ,1856,,HND,crew,minor,10,0,crew,747-8
i17096,25.7.2012,QF,9046,,FRA,weather,major,47,0,pilot,BE206-JetRanger
i17097,6.3.2014,NH,4963,,SFO,mechanical,major,30,0,crew,A350-900
i17098,23.9.2019,AM,5262,,SYD,crew,critical,130,0,company,A350-900
i17099,2.7.2010,AD,8304,,HND,weather,minor,53,0,first officer,737-400
i17100,18.3.2009,SV,8632,,SYD,mechanical,critical,17,0,pilot,BE206-JetRanger
i17101,11.12.2020,SU,5347,,DFW,faa,critical,34,0,mechanic,A380
i17102,22.3.2010,LA,6743,,LHR,security,minor,65,0,company,747-8
i17103,11.7.2016,LA,6386,,PEK,security,minor,49,0,crew,737-800
i17104,22.7.2021,QF,6354,,DXB,mechanical,critical,108,0,pilot,747-8
i17105,19.3.2021,SV,6407,,SYD,turbulence,minor,105,1,first officer,BE206-JetRanger
i17106,3.10.2011,NH,7261,,LAS,mechanical,minor,66,0,crew,737-800
i17107,13.11.2021,MH,4674,,GRU,security,major,77,0,mechanic,A350-900
i17108,22.7.2018,FR,7486,,FRA,crew,critical,44,0,ground staff,A321-XLR
i17109,14.2.2017,DL,4919,,PEK,faa,major,85,0,ground staff,A380
i17110,6.3.2009,CX,645,,JFK,crew,critical,19,0,company,737-800
i17111,1.7.2018,EY,5165,,FRA,weather,major,27,0,pilot,BE206-JetRanger
i17112,21.2.2014,VN,9821,,DEN,mechanical,major,126,0,crew,A380
i17113,2.11.2012,BA,6864,,JFK,mechanical,minor,109,0,company,A321-XLR
i17114,17.4.2018,U2,3630,,DXB,faa,critical,61,0,crew,747-8
i17115,26.2.2017,SQ,2320,,DXB,turbulence,major,79,1,company,747-8
i17116,2.4.2015,CZ,7596,,DXB,weather,minor,35,0,mechanic,737-400
i17117,8.10.2020,TK,1571,,CDG,medical,minor,114,1,ground staff,737-400
i17118,21.11.2015,CX,7611,,BOM,turbulence,critical,35,1,ground staff,737-400
i17119,22.7.2023,CX,9152,,SEA,faa,major,19,0,pilot,A380
i17120,27.6.2014,G3,8584,,DXB,weather,major,38,0,ground staff,737-400
i17121,18.3.2022,IB,5686,,LAS,medical,critical,37,0,first officer,777-300ER
i17122,23.2.2017,EY,5268,,GRU,faa,critical,98,0,crew,737-400
i17123,10.6.2023,MU,3558,,LHR,security,critical,136,0,ground staff,A380
i17124,25.7.2020,AI,8679,,JFK,turbulence,minor,100,0,first officer,747-8
i17125,18.8.2018,DL,9858,,SEA,medical,minor,69,0,company,A321-XLR
i17126,12.9.2023,G3,2994,,BOM,crew,major,10,0,pilot,747-8
